Saison	Kalenderwoche	Altersgruppe	SARI	Hospitalisierungsinzidenz
2018/19	2019-W18	00+	Gesamt	9.5
2018/19	2019-W17	0-4	Gesamt	34.9
2018/19	2019-W17	5-14	Gesamt	2.8
2018/19	2019-W17	15-34	Gesamt	1.9
2018/19	2019-W17	35-59	Gesamt	3.8
2018/19	2019-W17	60-79	Gesamt	15.6
2018/19	2019-W17	80+	Gesamt	53.5
2018/19	2019-W17	00+	Gesamt	11.7
2018/19	2019-W16	0-4	Gesamt	43.1
2018/19	2019-W16	5-14	Gesamt	2.8
2018/19	2019-W16	15-34	Gesamt	2.0
2018/19	2019-W16	35-59	Gesamt	3.4
2018/19	2019-W16	60-79	Gesamt	15.0
2018/19	2019-W16	80+	Gesamt	59.4
2018/19	2019-W16	00+	Gesamt	12.3
2018/19	2019-W15	0-4	Gesamt	52.2
2018/19	2019-W15	5-14	Gesamt	5.0
2018/19	2019-W15	15-34	Gesamt	2.2
2018/19	2019-W15	35-59	Gesamt	3.7
2018/19	2019-W15	60-79	Gesamt	17.7
2018/19	2019-W15	80+	Gesamt	56.0
2018/19	2019-W15	00+	Gesamt	13.5
2018/19	2019-W14	0-4	Gesamt	59.0
2018/19	2019-W14	5-14	Gesamt	5.8
2018/19	2019-W14	15-34	Gesamt	2.2
2018/19	2019-W14	35-59	Gesamt	6.2
2018/19	2019-W14	60-79	Gesamt	17.9
2018/19	2019-W14	80+	Gesamt	58.8
2018/19	2019-W14	00+	Gesamt	15.1
2018/19	2019-W13	0-4	Gesamt	68.0
2018/19	2019-W13	5-14	Gesamt	5.3
2018/19	2019-W13	15-34	Gesamt	2.5
2018/19	2019-W13	35-59	Gesamt	5.6
2018/19	2019-W13	60-79	Gesamt	20.5
2018/19	2019-W13	80+	Gesamt	74.0
2018/19	2019-W13	00+	Gesamt	17.2
2018/19	2019-W12	0-4	Gesamt	78.5
2018/19	2019-W12	5-14	Gesamt	8.8
2018/19	2019-W12	15-34	Gesamt	2.4
2018/19	2019-W12	35-59	Gesamt	6.1
2018/19	2019-W12	60-79	Gesamt	26.8
2018/19	2019-W12	80+	Gesamt	72.8
2018/19	2019-W12	00+	Gesamt	19.6
2018/19	2019-W11	0-4	Gesamt	80.3
2018/19	2019-W11	5-14	Gesamt	7.5
2018/19	2019-W11	15-34	Gesamt	3.7
2018/19	2019-W11	35-59	Gesamt	7.3
2018/19	2019-W11	60-79	Gesamt	28.3
2018/19	2019-W11	80+	Gesamt	85.2
2018/19	2019-W11	00+	Gesamt	21.6
2018/19	2019-W10	0-4	Gesamt	87.6
2018/19	2019-W10	5-14	Gesamt	8.6
2018/19	2019-W10	15-34	Gesamt	4.8
2018/19	2019-W10	35-59	Gesamt	7.9
2018/19	2019-W10	60-79	Gesamt	29.5
2018/19	2019-W10	80+	Gesamt	100.5
2018/19	2019-W10	00+	Gesamt	24.0
2018/19	2019-W09	0-4	Gesamt	108.4
2018/19	2019-W09	5-14	Gesamt	10.6
2018/19	2019-W09	15-34	Gesamt	2.8
2018/19	2019-W09	35-59	Gesamt	7.2
2018/19	2019-W09	60-79	Gesamt	31.5
2018/19	2019-W09	80+	Gesamt	92.7
2018/19	2019-W09	00+	Gesamt	24.5
2018/19	2019-W08	0-4	Gesamt	151.1
2018/19	2019-W08	5-14	Gesamt	11.1
2018/19	2019-W08	15-34	Gesamt	4.9
2018/19	2019-W08	35-59	Gesamt	8.3
2018/19	2019-W08	60-79	Gesamt	32.5
2018/19	2019-W08	80+	Gesamt	96.1
2018/19	2019-W08	00+	Gesamt	28.1
2018/19	2019-W07	0-4	Gesamt	152.0
2018/19	2019-W07	5-14	Gesamt	10.1
2018/19	2019-W07	15-34	Gesamt	4.4
2018/19	2019-W07	35-59	Gesamt	9.1
2018/19	2019-W07	60-79	Gesamt	27.0
2018/19	2019-W07	80+	Gesamt	89.3
2018/19	2019-W07	00+	Gesamt	26.4
2018/19	2019-W06	0-4	Gesamt	164.7
2018/19	2019-W06	5-14	Gesamt	9.3
2018/19	2019-W06	15-34	Gesamt	4.2
2018/19	2019-W06	35-59	Gesamt	9.0
2018/19	2019-W06	60-79	Gesamt	26.5
2018/19	2019-W06	80+	Gesamt	81.5
2018/19	2019-W06	00+	Gesamt	26.2
2018/19	2019-W05	0-4	Gesamt	155.2
2018/19	2019-W05	5-14	Gesamt	6.5
2018/19	2019-W05	15-34	Gesamt	2.9
2018/19	2019-W05	35-59	Gesamt	7.5
2018/19	2019-W05	60-79	Gesamt	22.9
2018/19	2019-W05	80+	Gesamt	68.1
2018/19	2019-W05	00+	Gesamt	22.7
2018/19	2019-W04	0-4	Gesamt	125.7
2018/19	2019-W04	5-14	Gesamt	6.8
2018/19	2019-W04	15-34	Gesamt	2.0
2018/19	2019-W04	35-59	Gesamt	5.6
2018/19	2019-W04	60-79	Gesamt	15.9
2018/19	2019-W04	80+	Gesamt	59.4
2018/19	2019-W04	00+	Gesamt	18.0
2018/19	2019-W03	0-4	Gesamt	98.0
2018/19	2019-W03	5-14	Gesamt	2.8
2018/19	2019-W03	15-34	Gesamt	2.0
2018/19	2019-W03	35-59	Gesamt	4.5
2018/19	2019-W03	60-79	Gesamt	16.9
2018/19	2019-W03	80+	Gesamt	54.4
2018/19	2019-W03	00+	Gesamt	15.7
2018/19	2019-W02	0-4	Gesamt	84.4
2018/19	2019-W02	5-14	Gesamt	2.8
2018/19	2019-W02	15-34	Gesamt	3.0
2018/19	2019-W02	35-59	Gesamt	3.6
2018/19	2019-W02	60-79	Gesamt	17.2
2018/19	2019-W02	80+	Gesamt	60.3
2018/19	2019-W02	00+	Gesamt	15.4
2018/19	2019-W01	0-4	Gesamt	72.6
2018/19	2019-W01	5-14	Gesamt	3.5
2018/19	2019-W01	15-34	Gesamt	2.5
2018/19	2019-W01	35-59	Gesamt	4.2
2018/19	2019-W01	60-79	Gesamt	20.4
2018/19	2019-W01	80+	Gesamt	70.0
2018/19	2019-W01	00+	Gesamt	16.4
2018/19	2018-W52	0-4	Gesamt	88.7
2018/19	2018-W52	5-14	Gesamt	2.8
2018/19	2018-W52	15-34	Gesamt	2.6
2018/19	2018-W52	35-59	Gesamt	4.6
2018/19	2018-W52	60-79	Gesamt	17.9
2018/19	2018-W52	80+	Gesamt	58.5
2018/19	2018-W52	00+	Gesamt	15.6
2018/19	2018-W51	0-4	Gesamt	76.9
2018/19	2018-W51	5-14	Gesamt	4.3
2018/19	2018-W51	15-34	Gesamt	2.8
2018/19	2018-W51	35-59	Gesamt	4.1
2018/19	2018-W51	60-79	Gesamt	16.9
2018/19	2018-W51	80+	Gesamt	54.9
2018/19	2018-W51	00+	Gesamt	14.5
2018/19	2018-W50	0-4	Gesamt	51.8
2018/19	2018-W50	5-14	Gesamt	5.5
2018/19	2018-W50	15-34	Gesamt	1.6
2018/19	2018-W50	35-59	Gesamt	3.6
2018/19	2018-W50	60-79	Gesamt	13.3
2018/19	2018-W50	80+	Gesamt	51.2
2018/19	2018-W50	00+	Gesamt	11.8
2018/19	2018-W49	0-4	Gesamt	55.9
2018/19	2018-W49	5-14	Gesamt	4.3
2018/19	2018-W49	15-34	Gesamt	2.5
2018/19	2018-W49	35-59	Gesamt	3.8
2018/19	2018-W49	60-79	Gesamt	15.4
2018/19	2018-W49	80+	Gesamt	44.7
2018/19	2018-W49	00+	Gesamt	12.1
2018/19	2018-W48	0-4	Gesamt	46.8
2018/19	2018-W48	5-14	Gesamt	5.3
2018/19	2018-W48	15-34	Gesamt	2.6
2018/19	2018-W48	35-59	Gesamt	3.1
2018/19	2018-W48	60-79	Gesamt	12.4
2018/19	2018-W48	80+	Gesamt	42.4
2018/19	2018-W48	00+	Gesamt	10.6
2018/19	2018-W47	0-4	Gesamt	36.8
2018/19	2018-W47	5-14	Gesamt	4.0
2018/19	2018-W47	15-34	Gesamt	1.3
2018/19	2018-W47	35-59	Gesamt	3.5
2018/19	2018-W47	60-79	Gesamt	12.3
2018/19	2018-W47	80+	Gesamt	35.5
2018/19	2018-W47	00+	Gesamt	9.3
2018/19	2018-W46	0-4	Gesamt	25.0
2018/19	2018-W46	5-14	Gesamt	3.5
2018/19	2018-W46	15-34	Gesamt	2.4
2018/19	2018-W46	35-59	Gesamt	2.9
2018/19	2018-W46	60-79	Gesamt	14.0
2018/19	2018-W46	80+	Gesamt	39.8
2018/19	2018-W46	00+	Gesamt	9.4
2018/19	2018-W45	0-4	Gesamt	31.8
2018/19	2018-W45	5-14	Gesamt	3.8
2018/19	2018-W45	15-34	Gesamt	2.6
2018/19	2018-W45	35-59	Gesamt	3.5
2018/19	2018-W45	60-79	Gesamt	13.2
2018/19	2018-W45	80+	Gesamt	42.7
2018/19	2018-W45	00+	Gesamt	10.0
2018/19	2018-W44	0-4	Gesamt	32.3
2018/19	2018-W44	5-14	Gesamt	4.0
2018/19	2018-W44	15-34	Gesamt	1.9
2018/19	2018-W44	35-59	Gesamt	3.1
2018/19	2018-W44	60-79	Gesamt	13.6
2018/19	2018-W44	80+	Gesamt	39.8
2018/19	2018-W44	00+	Gesamt	9.7
2018/19	2018-W43	0-4	Gesamt	32.7
2018/19	2018-W43	5-14	Gesamt	3.0
2018/19	2018-W43	15-34	Gesamt	1.5
2018/19	2018-W43	35-59	Gesamt	2.8
2018/19	2018-W43	60-79	Gesamt	11.5
2018/19	2018-W43	80+	Gesamt	43.0
2018/19	2018-W43	00+	Gesamt	9.2
2018/19	2018-W42	0-4	Gesamt	27.3
2018/19	2018-W42	5-14	Gesamt	2.5
2018/19	2018-W42	15-34	Gesamt	1.6
2018/19	2018-W42	35-59	Gesamt	2.5
2018/19	2018-W42	60-79	Gesamt	11.6
2018/19	2018-W42	80+	Gesamt	37.5
2018/19	2018-W42	00+	Gesamt	8.4
2018/19	2018-W41	0-4	Gesamt	24.6
2018/19	2018-W41	5-14	Gesamt	2.0
2018/19	2018-W41	15-34	Gesamt	1.9
2018/19	2018-W41	35-59	Gesamt	2.9
2018/19	2018-W41	60-79	Gesamt	9.6
2018/19	2018-W41	80+	Gesamt	30.6
2018/19	2018-W41	00+	Gesamt	7.4
2018/19	2018-W40	0-4	Gesamt	28.7
2018/19	2018-W40	5-14	Gesamt	3.5
2018/19	2018-W40	15-34	Gesamt	2.4
2018/19	2018-W40	35-59	Gesamt	3.6
2018/19	2018-W40	60-79	Gesamt	11.7
2018/19	2018-W40	80+	Gesamt	35.5
2018/19	2018-W40	00+	Gesamt	8.9
2017/18	2018-W39	0-4	Gesamt	32.3
2017/18	2018-W39	5-14	Gesamt	3.3
2017/18	2018-W39	15-34	Gesamt	1.9
2017/18	2018-W39	35-59	Gesamt	2.3
2017/18	2018-W39	60-79	Gesamt	11.9
2017/18	2018-W39	80+	Gesamt	31.9
2017/18	2018-W39	00+	Gesamt	8.4
2017/18	2018-W38	0-4	Gesamt	26.4
2017/18	2018-W38	5-14	Gesamt	3.0
2017/18	2018-W38	15-34	Gesamt	1.8
2017/18	2018-W38	35-59	Gesamt	3.4
2017/18	2018-W38	60-79	Gesamt	10.2
2017/18	2018-W38	80+	Gesamt	30.6
2017/18	2018-W38	00+	Gesamt	7.9
2017/18	2018-W37	0-4	Gesamt	30.5
2017/18	2018-W37	5-14	Gesamt	3.8
2017/18	2018-W37	15-34	Gesamt	1.8
2017/18	2018-W37	35-59	Gesamt	2.6
2017/18	2018-W37	60-79	Gesamt	8.8
2017/18	2018-W37	80+	Gesamt	36.1
2017/18	2018-W37	00+	Gesamt	8.0
2017/18	2018-W36	0-4	Gesamt	25.9
2017/18	2018-W36	5-14	Gesamt	4.0
2017/18	2018-W36	15-34	Gesamt	1.5
2017/18	2018-W36	35-59	Gesamt	3.1
2017/18	2018-W36	60-79	Gesamt	8.4
2017/18	2018-W36	80+	Gesamt	29.9
2017/18	2018-W36	00+	Gesamt	7.3
2017/18	2018-W35	0-4	Gesamt	16.8
2017/18	2018-W35	5-14	Gesamt	4.0
2017/18	2018-W35	15-34	Gesamt	1.5
2017/18	2018-W35	35-59	Gesamt	2.7
2017/18	2018-W35	60-79	Gesamt	8.7
2017/18	2018-W35	80+	Gesamt	29.2
2017/18	2018-W35	00+	Gesamt	6.7
2017/18	2018-W34	0-4	Gesamt	11.8
2017/18	2018-W34	5-14	Gesamt	2.8
2017/18	2018-W34	15-34	Gesamt	1.1
2017/18	2018-W34	35-59	Gesamt	2.3
2017/18	2018-W34	60-79	Gesamt	10.4
2017/18	2018-W34	80+	Gesamt	31.9
2017/18	2018-W34	00+	Gesamt	6.7
2017/18	2018-W33	0-4	Gesamt	5.9
2017/18	2018-W33	5-14	Gesamt	1.3
2017/18	2018-W33	15-34	Gesamt	0.6
2017/18	2018-W33	35-59	Gesamt	2.2
2017/18	2018-W33	60-79	Gesamt	8.5
2017/18	2018-W33	80+	Gesamt	28.9
2017/18	2018-W33	00+	Gesamt	5.4
2017/18	2018-W32	0-4	Gesamt	6.8
2017/18	2018-W32	5-14	Gesamt	1.0
2017/18	2018-W32	15-34	Gesamt	1.9
2017/18	2018-W32	35-59	Gesamt	2.9
2017/18	2018-W32	60-79	Gesamt	9.7
2017/18	2018-W32	80+	Gesamt	34.2
2017/18	2018-W32	00+	Gesamt	6.7
2017/18	2018-W31	0-4	Gesamt	7.7
2017/18	2018-W31	5-14	Gesamt	1.3
2017/18	2018-W31	15-34	Gesamt	1.2
2017/18	2018-W31	35-59	Gesamt	2.6
2017/18	2018-W31	60-79	Gesamt	9.8
2017/18	2018-W31	80+	Gesamt	35.2
2017/18	2018-W31	00+	Gesamt	6.6
2017/18	2018-W30	0-4	Gesamt	15.0
2017/18	2018-W30	5-14	Gesamt	2.5
2017/18	2018-W30	15-34	Gesamt	1.1
2017/18	2018-W30	35-59	Gesamt	3.3
2017/18	2018-W30	60-79	Gesamt	10.2
2017/18	2018-W30	80+	Gesamt	34.2
2017/18	2018-W30	00+	Gesamt	7.3
2017/18	2018-W29	0-4	Gesamt	19.1
2017/18	2018-W29	5-14	Gesamt	1.0
2017/18	2018-W29	15-34	Gesamt	1.3
2017/18	2018-W29	35-59	Gesamt	2.7
2017/18	2018-W29	60-79	Gesamt	8.7
2017/18	2018-W29	80+	Gesamt	30.9
2017/18	2018-W29	00+	Gesamt	6.6
2017/18	2018-W28	0-4	Gesamt	15.9
2017/18	2018-W28	5-14	Gesamt	3.3
2017/18	2018-W28	15-34	Gesamt	1.1
2017/18	2018-W28	35-59	Gesamt	3.0
2017/18	2018-W28	60-79	Gesamt	9.4
2017/18	2018-W28	80+	Gesamt	35.5
2017/18	2018-W28	00+	Gesamt	7.2
2017/18	2018-W27	0-4	Gesamt	24.6
2017/18	2018-W27	5-14	Gesamt	1.3
2017/18	2018-W27	15-34	Gesamt	1.2
2017/18	2018-W27	35-59	Gesamt	2.3
2017/18	2018-W27	60-79	Gesamt	8.8
2017/18	2018-W27	80+	Gesamt	30.6
2017/18	2018-W27	00+	Gesamt	6.8
2017/18	2018-W26	0-4	Gesamt	17.3
2017/18	2018-W26	5-14	Gesamt	3.8
2017/18	2018-W26	15-34	Gesamt	1.2
2017/18	2018-W26	35-59	Gesamt	2.5
2017/18	2018-W26	60-79	Gesamt	10.8
2017/18	2018-W26	80+	Gesamt	33.5
2017/18	2018-W26	00+	Gesamt	7.4
2017/18	2018-W25	0-4	Gesamt	16.4
2017/18	2018-W25	5-14	Gesamt	2.0
2017/18	2018-W25	15-34	Gesamt	1.5
2017/18	2018-W25	35-59	Gesamt	3.4
2017/18	2018-W25	60-79	Gesamt	10.5
2017/18	2018-W25	80+	Gesamt	28.6
2017/18	2018-W25	00+	Gesamt	7.1
2017/18	2018-W24	0-4	Gesamt	19.6
2017/18	2018-W24	5-14	Gesamt	2.8
2017/18	2018-W24	15-34	Gesamt	1.4
2017/18	2018-W24	35-59	Gesamt	2.2
2017/18	2018-W24	60-79	Gesamt	9.6
2017/18	2018-W24	80+	Gesamt	35.5
2017/18	2018-W24	00+	Gesamt	7.2
2017/18	2018-W23	0-4	Gesamt	17.7
2017/18	2018-W23	5-14	Gesamt	3.0
2017/18	2018-W23	15-34	Gesamt	1.9
2017/18	2018-W23	35-59	Gesamt	3.7
2017/18	2018-W23	60-79	Gesamt	11.8
2017/18	2018-W23	80+	Gesamt	38.1
2017/18	2018-W23	00+	Gesamt	8.5
2017/18	2018-W22	0-4	Gesamt	21.8
2017/18	2018-W22	5-14	Gesamt	3.3
2017/18	2018-W22	15-34	Gesamt	1.5
2017/18	2018-W22	35-59	Gesamt	3.1
2017/18	2018-W22	60-79	Gesamt	11.1
2017/18	2018-W22	80+	Gesamt	35.8
2017/18	2018-W22	00+	Gesamt	8.1
2017/18	2018-W21	0-4	Gesamt	23.2
2017/18	2018-W21	5-14	Gesamt	1.8
2017/18	2018-W21	15-34	Gesamt	1.5
2017/18	2018-W21	35-59	Gesamt	3.1
2017/18	2018-W21	60-79	Gesamt	11.8
2017/18	2018-W21	80+	Gesamt	38.1
2017/18	2018-W21	00+	Gesamt	8.4
2017/18	2018-W20	0-4	Gesamt	28.7
2017/18	2018-W20	5-14	Gesamt	2.5
2017/18	2018-W20	15-34	Gesamt	1.5
2017/18	2018-W20	35-59	Gesamt	2.2
2017/18	2018-W20	60-79	Gesamt	12.0
2017/18	2018-W20	80+	Gesamt	40.4
2017/18	2018-W20	00+	Gesamt	8.6
2017/18	2018-W19	0-4	Gesamt	23.6
2017/18	2018-W19	5-14	Gesamt	2.3
2017/18	2018-W19	15-34	Gesamt	2.0
2017/18	2018-W19	35-59	Gesamt	3.1
2017/18	2018-W19	60-79	Gesamt	10.8
2017/18	2018-W19	80+	Gesamt	42.4
2017/18	2018-W19	00+	Gesamt	8.6
2017/18	2018-W18	0-4	Gesamt	35.5
2017/18	2018-W18	5-14	Gesamt	1.5
2017/18	2018-W18	15-34	Gesamt	2.1
2017/18	2018-W18	35-59	Gesamt	3.6
2017/18	2018-W18	60-79	Gesamt	11.8
2017/18	2018-W18	80+	Gesamt	40.4
2017/18	2018-W18	00+	Gesamt	9.4
2017/18	2018-W17	0-4	Gesamt	47.8
2017/18	2018-W17	5-14	Gesamt	3.5
2017/18	2018-W17	15-34	Gesamt	1.6
2017/18	2018-W17	35-59	Gesamt	4.0
2017/18	2018-W17	60-79	Gesamt	13.2
2017/18	2018-W17	80+	Gesamt	44.0
2017/18	2018-W17	00+	Gesamt	10.9
2017/18	2018-W16	0-4	Gesamt	55.9
2017/18	2018-W16	5-14	Gesamt	5.3
2017/18	2018-W16	15-34	Gesamt	2.5
2017/18	2018-W16	35-59	Gesamt	3.5
2017/18	2018-W16	60-79	Gesamt	16.2
2017/18	2018-W16	80+	Gesamt	51.2
2017/18	2018-W16	00+	Gesamt	12.8
2017/18	2018-W15	0-4	Gesamt	52.8
2017/18	2018-W15	5-14	Gesamt	3.0
2017/18	2018-W15	15-34	Gesamt	1.4
2017/18	2018-W15	35-59	Gesamt	3.9
2017/18	2018-W15	60-79	Gesamt	16.5
2017/18	2018-W15	80+	Gesamt	45.7
2017/18	2018-W15	00+	Gesamt	12.0
2017/18	2018-W14	0-4	Gesamt	67.3
2017/18	2018-W14	5-14	Gesamt	4.3
2017/18	2018-W14	15-34	Gesamt	2.2
2017/18	2018-W14	35-59	Gesamt	5.1
2017/18	2018-W14	60-79	Gesamt	21.6
2017/18	2018-W14	80+	Gesamt	71.3
2017/18	2018-W14	00+	Gesamt	16.6
2017/18	2018-W13	0-4	Gesamt	78.2
2017/18	2018-W13	5-14	Gesamt	7.8
2017/18	2018-W13	15-34	Gesamt	2.6
2017/18	2018-W13	35-59	Gesamt	6.5
2017/18	2018-W13	60-79	Gesamt	26.4
2017/18	2018-W13	80+	Gesamt	91.7
2017/18	2018-W13	00+	Gesamt	20.7
2017/18	2018-W12	0-4	Gesamt	110.1
2017/18	2018-W12	5-14	Gesamt	9.1
2017/18	2018-W12	15-34	Gesamt	3.5
2017/18	2018-W12	35-59	Gesamt	8.8
2017/18	2018-W12	60-79	Gesamt	29.9
2017/18	2018-W12	80+	Gesamt	111.4
2017/18	2018-W12	00+	Gesamt	25.7
2017/18	2018-W11	0-4	Gesamt	96.4
2017/18	2018-W11	5-14	Gesamt	9.6
2017/18	2018-W11	15-34	Gesamt	4.9
2017/18	2018-W11	35-59	Gesamt	12.6
2017/18	2018-W11	60-79	Gesamt	45.5
2017/18	2018-W11	80+	Gesamt	138.6
2017/18	2018-W11	00+	Gesamt	32.4
2017/18	2018-W10	0-4	Gesamt	131.4
2017/18	2018-W10	5-14	Gesamt	13.9
2017/18	2018-W10	15-34	Gesamt	6.2
2017/18	2018-W10	35-59	Gesamt	12.8
2017/18	2018-W10	60-79	Gesamt	57.4
2017/18	2018-W10	80+	Gesamt	186.9
2017/18	2018-W10	00+	Gesamt	41.3
2017/18	2018-W09	0-4	Gesamt	122.8
2017/18	2018-W09	5-14	Gesamt	16.6
2017/18	2018-W09	15-34	Gesamt	7.4
2017/18	2018-W09	35-59	Gesamt	12.7
2017/18	2018-W09	60-79	Gesamt	49.3
2017/18	2018-W09	80+	Gesamt	173.8
2017/18	2018-W09	00+	Gesamt	38.5
2017/18	2018-W08	0-4	Gesamt	118.2
2017/18	2018-W08	5-14	Gesamt	13.6
2017/18	2018-W08	15-34	Gesamt	4.8
2017/18	2018-W08	35-59	Gesamt	13.0
2017/18	2018-W08	60-79	Gesamt	42.3
2017/18	2018-W08	80+	Gesamt	143.6
2017/18	2018-W08	00+	Gesamt	33.6
2017/18	2018-W07	0-4	Gesamt	115.1
2017/18	2018-W07	5-14	Gesamt	13.4
2017/18	2018-W07	15-34	Gesamt	6.0
2017/18	2018-W07	35-59	Gesamt	11.5
2017/18	2018-W07	60-79	Gesamt	39.7
2017/18	2018-W07	80+	Gesamt	120.2
2017/18	2018-W07	00+	Gesamt	30.8
2017/18	2018-W06	0-4	Gesamt	106.9
2017/18	2018-W06	5-14	Gesamt	9.3
2017/18	2018-W06	15-34	Gesamt	4.4
2017/18	2018-W06	35-59	Gesamt	9.6
2017/18	2018-W06	60-79	Gesamt	29.3
2017/18	2018-W06	80+	Gesamt	91.3
2017/18	2018-W06	00+	Gesamt	24.4
2017/18	2018-W05	0-4	Gesamt	123.3
2017/18	2018-W05	5-14	Gesamt	13.1
2017/18	2018-W05	15-34	Gesamt	4.2
2017/18	2018-W05	35-59	Gesamt	7.0
2017/18	2018-W05	60-79	Gesamt	26.2
2017/18	2018-W05	80+	Gesamt	65.7
2017/18	2018-W05	00+	Gesamt	22.1
2017/18	2018-W04	0-4	Gesamt	112.8
2017/18	2018-W04	5-14	Gesamt	12.6
2017/18	2018-W04	15-34	Gesamt	5.2
2017/18	2018-W04	35-59	Gesamt	7.0
2017/18	2018-W04	60-79	Gesamt	21.1
2017/18	2018-W04	80+	Gesamt	78.5
2017/18	2018-W04	00+	Gesamt	21.4
2017/18	2018-W03	0-4	Gesamt	81.9
2017/18	2018-W03	5-14	Gesamt	8.6
2017/18	2018-W03	15-34	Gesamt	3.6
2017/18	2018-W03	35-59	Gesamt	6.3
2017/18	2018-W03	60-79	Gesamt	17.5
2017/18	2018-W03	80+	Gesamt	62.1
2017/18	2018-W03	00+	Gesamt	16.8
2017/18	2018-W02	0-4	Gesamt	57.3
2017/18	2018-W02	5-14	Gesamt	7.8
2017/18	2018-W02	15-34	Gesamt	3.4
2017/18	2018-W02	35-59	Gesamt	5.7
2017/18	2018-W02	60-79	Gesamt	20.7
2017/18	2018-W02	80+	Gesamt	62.4
2017/18	2018-W02	00+	Gesamt	15.9
2017/18	2018-W01	0-4	Gesamt	53.7
2017/18	2018-W01	5-14	Gesamt	6.3
2017/18	2018-W01	15-34	Gesamt	3.4
2017/18	2018-W01	35-59	Gesamt	5.6
2017/18	2018-W01	60-79	Gesamt	23.8
2017/18	2018-W01	80+	Gesamt	71.6
2017/18	2018-W01	00+	Gesamt	17.0
2017/18	2017-W52	0-4	Gesamt	66.1
2017/18	2017-W52	5-14	Gesamt	6.7
2017/18	2017-W52	15-34	Gesamt	2.9
2017/18	2017-W52	35-59	Gesamt	4.7
2017/18	2017-W52	60-79	Gesamt	19.3
2017/18	2017-W52	80+	Gesamt	70.9
2017/18	2017-W52	00+	Gesamt	15.9
2017/18	2017-W51	0-4	Gesamt	69.4
2017/18	2017-W51	5-14	Gesamt	7.0
2017/18	2017-W51	15-34	Gesamt	3.8
2017/18	2017-W51	35-59	Gesamt	3.9
2017/18	2017-W51	60-79	Gesamt	14.3
2017/18	2017-W51	80+	Gesamt	50.1
2017/18	2017-W51	00+	Gesamt	13.4
2017/18	2017-W50	0-4	Gesamt	56.2
2017/18	2017-W50	5-14	Gesamt	7.5
2017/18	2017-W50	15-34	Gesamt	2.6
2017/18	2017-W50	35-59	Gesamt	4.2
2017/18	2017-W50	60-79	Gesamt	16.8
2017/18	2017-W50	80+	Gesamt	57.0
2017/18	2017-W50	00+	Gesamt	13.6
2017/18	2017-W49	0-4	Gesamt	46.3
2017/18	2017-W49	5-14	Gesamt	6.5
2017/18	2017-W49	15-34	Gesamt	3.7
2017/18	2017-W49	35-59	Gesamt	3.5
2017/18	2017-W49	60-79	Gesamt	11.7
2017/18	2017-W49	80+	Gesamt	47.0
2017/18	2017-W49	00+	Gesamt	11.1
2017/18	2017-W48	0-4	Gesamt	48.6
2017/18	2017-W48	5-14	Gesamt	5.7
2017/18	2017-W48	15-34	Gesamt	2.8
2017/18	2017-W48	35-59	Gesamt	3.7
2017/18	2017-W48	60-79	Gesamt	14.5
2017/18	2017-W48	80+	Gesamt	44.2
2017/18	2017-W48	00+	Gesamt	11.5
2017/18	2017-W47	0-4	Gesamt	48.6
2017/18	2017-W47	5-14	Gesamt	8.3
2017/18	2017-W47	15-34	Gesamt	2.8
2017/18	2017-W47	35-59	Gesamt	4.8
2017/18	2017-W47	60-79	Gesamt	14.8
2017/18	2017-W47	80+	Gesamt	47.4
2017/18	2017-W47	00+	Gesamt	12.4
2017/18	2017-W46	0-4	Gesamt	43.4
2017/18	2017-W46	5-14	Gesamt	5.7
2017/18	2017-W46	15-34	Gesamt	3.3
2017/18	2017-W46	35-59	Gesamt	3.5
2017/18	2017-W46	60-79	Gesamt	11.8
2017/18	2017-W46	80+	Gesamt	40.1
2017/18	2017-W46	00+	Gesamt	10.3
2017/18	2017-W45	0-4	Gesamt	32.6
2017/18	2017-W45	5-14	Gesamt	5.5
2017/18	2017-W45	15-34	Gesamt	3.7
2017/18	2017-W45	35-59	Gesamt	4.1
2017/18	2017-W45	60-79	Gesamt	11.7
2017/18	2017-W45	80+	Gesamt	48.7
2017/18	2017-W45	00+	Gesamt	10.6
2017/18	2017-W44	0-4	Gesamt	28.3
2017/18	2017-W44	5-14	Gesamt	6.2
2017/18	2017-W44	15-34	Gesamt	1.9
2017/18	2017-W44	35-59	Gesamt	4.1
2017/18	2017-W44	60-79	Gesamt	11.7
2017/18	2017-W44	80+	Gesamt	39.4
2017/18	2017-W44	00+	Gesamt	9.4
2017/18	2017-W43	0-4	Gesamt	37.8
2017/18	2017-W43	5-14	Gesamt	4.7
2017/18	2017-W43	15-34	Gesamt	2.6
2017/18	2017-W43	35-59	Gesamt	4.2
2017/18	2017-W43	60-79	Gesamt	13.7
2017/18	2017-W43	80+	Gesamt	42.5
2017/18	2017-W43	00+	Gesamt	10.6
2017/18	2017-W42	0-4	Gesamt	34.9
2017/18	2017-W42	5-14	Gesamt	7.3
2017/18	2017-W42	15-34	Gesamt	2.6
2017/18	2017-W42	35-59	Gesamt	4.5
2017/18	2017-W42	60-79	Gesamt	13.6
2017/18	2017-W42	80+	Gesamt	47.4
2017/18	2017-W42	00+	Gesamt	11.2
2017/18	2017-W41	0-4	Gesamt	32.6
2017/18	2017-W41	5-14	Gesamt	4.4
2017/18	2017-W41	15-34	Gesamt	2.4
